codigo_ine,municipio,poblacion_2025,n_poligonos_residenciales,superficie_residencial_m2,superficie_residencial_ha,superficie_media_poligono_m2,superficie_mediana_poligono_m2,superficie_max_poligono_m2,perimetro_total_m,suelo_residencial_m2_por_hab,municipio_key,area_m2_SUNC,area_m2_Urbanizable,area_m2_desarrollo,sunc_m2_por_hab,urbanizable_m2_por_hab,comarca,precio_venta_eur_m2,precio_alquiler_eur_m2_mes,poblacion_aprox,tipo_dato,fuente,fecha,reserva_suelo_hab,indice_expansion,densidad_residencial,poblacion_2025_norm,precio_venta_eur_m2_norm,precio_alquiler_eur_m2_mes_norm,suelo_residencial_m2_por_hab_norm,reserva_suelo_hab_norm,indice_expansion_norm,densidad_residencial_norm,precio_venta_score,precio_alquiler_score,coopscore,factor_escala,distancia_capital_km,distancia_costa_km,score_poblacion,score_suelo_residencial,score_reserva_suelo,score_expansion,score_densidad,score_precio_venta,score_precio_alquiler,IVU,IVEC,score_demanda_poblacion,score_demanda_alquiler,score_demanda_venta,IPD,score_capital,score_costa,score_litoral,IAL,CoopScore_4,categoria_coopscore
18105,Iznalloz,5179,2.0,689562.75089145,68.956275089145,344781.375445725,344781.375445725,621235.30667966,21264.060761602774,133.14592602653985,IZNALLOZ,337047.0,199976.0,537023.0,65.07955203707279,38.61285962541031,Poniente Granadino,680.0,,5800.0,E,Estimación por comarca/tipología,2026-05,103.69241166248312,0.7787877162821654,75.10556498744624,0.0215535674575343,0.0843881856540084,,0.0832843885746024,0.0548762814219962,0.0781361160557262,0.0777745355143899,0.9156118143459916,,,1.0,37.36,21.6,0.0215535674575343,0.0832843885746024,0.0548762814219962,0.0781361160557262,0.0777745355143899,0.9156118143459916,0.5993623804463337,7.239099671412583,35.04395168881112,0.0215535674575343,0.5993623804463337,0.0843881856540084,18.17144252538527,0.7741642990993169,0.9010535959688502,70,21.57998179843038,19.07453070830806,Potencial Urbanístico
18003,Albolote,19768,1.0,2949835.53132449,294.983553132449,2949835.53132449,2949835.53132449,2949835.53132449,42092.590074378,149.22276058905757,ALBOLOTE,828396.0,2047817.13671875,2876213.13671875,41.905908539053016,103.5925301860962,Área Metropolitana,1622.0,8.88,19800.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,145.49843872514924,0.9750418645975548,67.01390565705226,0.0839434475444328,0.4457230533179899,0.6248671625929862,0.0942729143341448,0.0770009409746537,0.0978263815652982,0.0685634980266627,0.5542769466820101,0.3751328374070137,13.961870862654376,1.0,9.78,71.1,0.0839434475444328,0.0942729143341448,0.0770009409746537,0.0978263815652982,0.0685634980266627,0.5542769466820101,0.6248671625929862,8.630095004952123,31.17030811823096,0.0839434475444328,0.6248671625929862,0.4457230533179899,30.961927774996045,0.9408813395393822,0.674301420064132,0,0.5786429618349924,18.640388669315243,Oportunidad Estratégica
18022,Atarfe,20914,1.0,3364039.55098121,336.403955098121,3364039.55098121,3364039.55098121,3364039.55098121,37294.91923288099,160.85108305351488,ATARFE,33512.0,3636106.0,3669618.0,1.6023716170985942,173.85990245768386,Vega de Granada,1380.0,,17300.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,175.46227407478244,1.090836758720527,62.16930473929739,0.0888443182401341,0.3528960490985807,,0.1022208794913446,0.0928584548926539,0.1094441345122064,0.0630487081863513,0.6471039509014194,,,1.0,10.45,108.3,0.0888443182401341,0.1022208794913446,0.0928584548926539,0.1094441345122064,0.0630487081863513,0.6471039509014194,0.5993623804463337,9.570330292224698,32.55461993185628,0.0888443182401341,0.5993623804463337,0.3528960490985807,28.24867665062957,0.9368312881581332,0.5038937242327073,0,0.5259006325330655,18.629324842780065,Oportunidad Estratégica
18916,Torrenueva Costa,3207,5.0,53930.946176565,5.3930946176565,10786.189235313,8445.08170236,22338.45458864,2193.0275394833748,16.816634292661366,TORRENUEVA COSTA,77348.0,93880.0,171228.0,24.118490801372,29.27346429685064,,,,,,,,53.39195509822264,3.1749489326483378,594.649311269373,0.013120306539626,,,0.0037732501203128,0.028256184870862,0.3185440307876309,0.669190551453366,,,,0.85,56.02,66.9,0.013120306539626,0.0037732501203128,0.028256184870862,0.3185440307876309,0.669190551453366,0.8753356348293058,0.5993623804463337,20.536195994563094,39.77309151656129,0.013120306539626,0.5993623804463337,0.1246643651706942,18.756683967407,0.6613673457051321,0.6935409986257444,0,0.4726092378697761,18.60735327655418,Oportunidad Estratégica
18013,Alhama de Granada,5544,5.0,861031.63177184,86.103163177184,172206.326354368,32031.06669603,621286.61306241,18792.36401798147,155.30873588958153,ALHAMA DE GRANADA,53663.04052737,269010.4482422,322673.48876957,9.679480614604978,48.52280812449495,Alhama,753.0,,6500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,58.20228873909993,0.3747521889591548,64.38787839410148,0.0231144904976137,0.1123897199846566,,0.0984326819862711,0.030801918144669,0.0375990528823914,0.0655741932901204,0.8876102800153434,,,1.0,57.12,19.6,0.0231144904976137,0.0984326819862711,0.030801918144669,0.0375990528823914,0.0655741932901204,0.8876102800153434,0.5993623804463337,5.4964590798204,34.43215911675904,0.0231144904976137,0.5993623804463337,0.1123897199846566,18.949527035655443,0.6547180076165146,0.9102153000458084,70,21.534951793060348,18.499424984999813,Oportunidad Estratégica
18150,Padul,9667,1.0,1625682.434090665,162.5682434090665,1625682.434090665,1625682.434090665,1625682.434090665,19193.902320659738,168.16824600089635,PADUL,784786.0,144000.0,928786.0,81.18195924278473,14.89603806765284,Sur de Granada,1066.0,,8500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,96.07799731043757,0.5713206838699231,59.46425819263584,0.0407465060982911,0.2324510932105868,,0.1072221646150673,0.0508465675967778,0.0573208569249226,0.0599694528531768,0.7675489067894131,,,1.0,22.3,27.9,0.0407465060982911,0.1072221646150673,0.0508465675967778,0.0573208569249226,0.0599694528531768,0.7675489067894131,0.5993623804463337,6.825118643825351,32.76832494990147,0.0407465060982911,0.5993623804463337,0.2324510932105868,22.83266214633757,0.8651997823852989,0.8721942281264315,40,12.60773818139205,18.18019902660744,Oportunidad Estratégica
18021,Armilla,25300,3.0,2018746.3210302151,201.87463210302155,672915.440343405,122760.381248,1777167.558640775,31524.40495374272,79.79234470475159,ARMILLA,102310.0,42940.0,145250.0,4.043873517786562,1.6972332015810276,Área Metropolitana,2144.0,9.0,26500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,5.741106719367589,0.0719505955190424,125.3253057922047,0.1076010537299645,0.6459532029152282,0.6376195536663125,0.0468171847579264,0.0030383186479567,0.0072188350743293,0.1349415387567335,0.3540467970847718,0.3623804463336875,11.595535159819477,1.0,8.12,142.7,0.1076010537299645,0.0468171847579264,0.0030383186479567,0.0072188350743293,0.1349415387567335,0.3540467970847718,0.6376195536663125,3.5022673119677465,29.212887588768996,0.1076010537299645,0.6376195536663125,0.6459532029152282,37.46937160103675,0.9509157952003868,0.3463124141090243,0,0.484260042312862,17.968997362987075,Potencial Económico
18175,Santa Fe,15494,,,,,,,,,SANTA FE,128745.0,371690.0,500435.0,8.309345553117335,23.98928617529366,Vega de Granada,1029.0,,14500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,32.298631728411,,,0.0656656802203253,0.2182585347142309,,,0.0170931389853572,,,0.781741465285769,,,1.0,12.65,36.8,0.0656656802203253,0.1361246771781492,0.0170931389853572,0.0,0.0463687328946636,0.781741465285769,0.5993623804463337,4.611442092434403,34.037531755735,0.0656656802203253,0.5993623804463337,0.2182585347142309,23.723806890030385,0.9235326119808984,0.8314246449839671,40,12.618840438287547,17.94716545953652,Potencial Económico
18153,Peligros,11725,,,,,,,,,PELIGROS,302728.0,160167.0,462895.0,25.81901918976546,13.660298507462686,Área Metropolitana,1376.0,,10900.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,39.47931769722815,,,0.0495475461434509,0.351361718450326,,,0.0208933143087975,,,0.6486382815496741,,,1.0,8.63,46.1,0.0495475461434509,0.1361246771781492,0.0208933143087975,0.0,0.0463687328946636,0.6486382815496741,0.5993623804463337,4.725447352137614,30.65015204755376,0.0495475461434509,0.5993623804463337,0.351361718450326,26.245479779589044,0.9478329202683916,0.7888227210261108,40,12.61577998441519,17.770181527696145,Potencial Económico
18122,Loja,20951,19.0,2865887.93162101,286.588793162101,150836.2069274216,59364.89483308,1489210.991495575,54607.5849722098,136.79003062483935,LOJA,337400.0,1586800.0,1924200.0,16.104243234213165,75.73862822776955,Comarca de Loja,772.0,,20500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,91.84287146198272,0.671414949192249,73.10474275297166,0.0890025487948818,0.1196777905638665,,0.0857751361837269,0.0486052468078096,0.0673633588394035,0.0754969249705552,0.8803222094361335,,,1.0,53.49,103.9,0.0890025487948818,0.0857751361837269,0.0486052468078096,0.0673633588394035,0.0754969249705552,0.8803222094361335,0.5993623804463337,6.755890448567897,37.35058764535625,0.0890025487948818,0.5993623804463337,0.1196777905638665,22.4261317149991,0.6766608233089524,0.5240494732020156,0,0.4278791712841856,17.372923372780228,Oportunidad Estratégica
18057,Cúllar Vega,7947,,,,,,,,,CULLAR VEGA,,,0.0,,,Área Metropolitana,1439.0,8.64,9500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,,,0.0333909235532595,0.3755274261603376,0.5993623804463337,,0.0,,,0.6244725738396624,0.4006376195536663,,1.0,8.48,41.2,0.0333909235532595,0.1361246771781492,0.0,0.0,0.0463687328946636,0.6244725738396624,0.5993623804463337,4.098647922873687,29.439789876794908,0.0333909235532595,0.5993623804463337,0.3755274261603376,26.04179134282976,0.9487396481895666,0.8112688960146587,40,12.622876528080225,17.19835355712399,Potencial Económico
18023,Baza,20587,7.0,2195843.0783302747,219.58430783302748,313691.8683328964,40544.70963019,1948584.37551494,42292.24431097391,106.66163493128064,BAZA,1102339.0,268007.0,1370346.0,53.54539272356342,13.018263952980035,Comarca de Baza,656.0,,20000.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,66.56365667654345,0.624063720000436,93.75442263230582,0.0874459022562821,0.0751822017644802,,0.0651823602311633,0.0352269360669209,0.0626125890697218,0.0990032254352402,0.9248177982355196,,,1.0,96.15,108.5,0.0874459022562821,0.0651823602311633,0.0352269360669209,0.0626125890697218,0.0990032254352402,0.9248177982355196,0.5993623804463337,6.049793141406969,38.40551333175384,0.0874459022562821,0.5993623804463337,0.0751822017644802,21.235909668084457,0.4187874025267484,0.5029775538250114,0,0.3184082271582028,17.075544583525744,Oportunidad Estratégica
18034,Cacín,549,2.0,251633.08721880493,25.163308721880497,125816.54360940248,125816.54360940248,144582.216013785,4686.588243675884,458.3480641508288,CACIN,,,0.0,,,,,,,,,,0.0,0.0,21.817480605109083,0.0017533656066645,,,0.3055602388323666,0.0,0.0,0.0171147223841974,,,,0.85,43.54,8.5,0.0017533656066645,0.3055602388323666,0.0,0.0,0.0171147223841974,0.8753356348293058,0.5993623804463337,7.895726806572127,32.740820883886336,0.0017533656066645,0.5993623804463337,0.1246643651706942,18.188336920758925,0.736807108746902,0.9610627576729271,100,30.58304167080064,17.070762571469405,Potencial Urbanístico
18039,Caniles,3929,1.0,1139734.1608286,113.97341608286,1139734.1608286,1139734.1608286,1139734.1608286,14369.837907926109,290.0825046649529,CANILES,87061.75,128000.0,215061.75,22.15875540850089,32.578264189361164,,,,,,,,54.73701959786205,0.1886946600281311,34.47295110592782,0.0162079406079474,,,0.1905506312094086,0.0289680222833547,0.0189318187059231,0.0315209162744919,,,,0.85,107.43,3.9,0.0162079406079474,0.1905506312094086,0.0289680222833547,0.0189318187059231,0.0315209162744919,0.8753356348293058,0.5993623804463337,6.6735747540309305,33.53533869784702,0.0162079406079474,0.5993623804463337,0.1246643651706942,18.911065670823078,0.3506014628543794,0.9821346770499312,100,30.43488098825673,17.010696743669328,Oportunidad Estratégica
18141,Murtas,431,3.0,167292.51562743,16.729251562743,55764.17187581,29570.991289895,109817.837760155,3519.459764641193,388.149688230696,MURTAS,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,25.763256555951475,0.0012487384320634,,,0.2575796081256945,0.0,0.0,0.0216063462548246,,,,0.85,133.83,0.0,0.0012487384320634,0.2575796081256945,0.0,0.0,0.0216063462548246,0.8753356348293058,0.5993623804463337,6.763585396964733,32.763028899735566,0.0012487384320634,0.5993623804463337,0.1246643651706942,18.163105562028875,0.1910173487275583,1.0,100,30.376406939491023,16.706962113507057,Potencial Urbanístico
18062,Churriana de la Vega,16878,1.0,1834448.24297774,183.444824297774,1834448.24297774,1834448.24297774,1834448.24297774,15187.916314762771,108.68872158891692,CHURRIANA DE LA VEGA,48056.0,142513.0,190569.0,2.8472567839791445,8.443713710155231,Área Metropolitana,1903.0,8.8,17500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,11.290970494134376,0.1038835523048945,92.00586642119184,0.0715843582681879,0.5535097813578826,0.6163655685441021,0.0665678751388176,0.0059754273666657,0.0104226827535572,0.0970127787107381,0.4464902186421173,0.3836344314558979,11.177518245478325,1.0,7.81,60.6,0.0715843582681879,0.0665678751388176,0.0059754273666657,0.0104226827535572,0.0970127787107381,0.4464902186421173,0.6163655685441021,3.6113318627382056,28.53036749562074,0.0715843582681879,0.6163655685441021,0.5535097813578826,32.82610166095902,0.9527896995708156,0.7224003664681631,0,0.5978359897687752,16.692758839568626,Potencial Económico
18111,Jun,4103,,,,,,,,,JUN,44165.05078125,1151385.51953125,1195550.5703125,10.7640874436388,280.6204044677675,Área Metropolitana,920.0,,3200.0,E,Estimación por comarca/tipología,2026-05,291.3844919114063,,,0.0169520518654099,0.1764480245492903,,,0.1542070159596942,,,0.8235519754507097,,,0.85,4.92,14.0,0.0169520518654099,0.1361246771781492,0.1542070159596942,0.0,0.0463687328946636,0.8235519754507097,0.5993623804463337,8.724858401664513,32.68162868306263,0.0169520518654099,0.5993623804463337,0.1764480245492903,20.2428627181611,0.970259324185456,0.9358680714612918,70,21.66886415111257,16.60487997652209,Oportunidad Estratégica
18089,Guadix,18881,7.0,3460927.704705036,346.0927704705035,494418.2435292908,118598.31068981,2848795.577879405,43493.53974159458,183.30213996637016,GUADIX,438023.0,353243.0,791266.0,23.199141994597746,18.708913722790108,Comarca de Guadix,839.0,,18800.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,41.90805571738785,0.2286282949292167,54.55473679595157,0.080150190731966,0.1453778289221327,,0.1175661899289503,0.0221786553376899,0.022938377959392,0.0543807616113452,0.8546221710778673,,,1.0,52.61,91.1,0.080150190731966,0.1175661899289503,0.0221786553376899,0.022938377959392,0.0543807616113452,0.8546221710778673,0.5993623804463337,5.108377171306399,36.22706913176761,0.080150190731966,0.5993623804463337,0.1453778289221327,22.62601477080996,0.6819802937798465,0.5826843792945489,0,0.4475974313003033,16.568342600296678,Oportunidad Estratégica
18905,"Gabias, Las",23584,1.0,3682034.79609754,368.203479609754,3682034.79609754,3682034.79609754,3682034.79609754,40983.79038535671,156.1242705265239,LAS GABIAS,,,0.0,,,Área Metropolitana,1601.0,8.4,25600.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,64.05154026517037,0.1002625771908517,0.4376678174146528,0.5738575982996812,0.0989901003842145,0.0,0.0,0.0651913270586541,0.5623321825853471,0.4261424017003188,13.572044207076392,1.0,56.02,66.9,0.1002625771908517,0.0989901003842145,0.0,0.0,0.0651913270586541,0.5623321825853471,0.5738575982996812,3.4526224154851777,30.756812853373845,0.1002625771908517,0.5738575982996812,0.4376678174146528,30.30126425240094,0.6613673457051321,0.6935409986257444,0,0.4726092378697761,16.543828507543974,Potencial Económico
18086,Gorafe,368,1.0,196191.159436165,19.6191159436165,196191.159436165,196191.159436165,196191.159436165,4840.023612235235,533.1281506417528,GORAFE,19745.0,0.0,19745.0,53.65489130434783,0.0,Comarca de Guadix,550.0,,700.0,E,Estimación por comarca/tipología,2026-05,53.65489130434783,0.1006416398004134,18.757216230211267,0.0009793188388443,0.0345224395857307,,0.3566724713748433,0.028395336434723,0.0100974202379876,0.0136311093539677,0.9654775604142694,,,0.85,81.13,15.5,0.0009793188388443,0.3566724713748433,0.028395336434723,0.0100974202379876,0.0136311093539677,0.9654775604142694,0.5993623804463337,10.27606112486192,34.4739911607314,0.0009793188388443,0.5993623804463337,0.0345224395857307,15.89608644274383,0.5095810917004171,0.9289967934035732,70,21.48253147470124,16.49979243840931,Potencial Urbanístico
18147,Órgiva,5728,1.0,653391.71229874,65.33917122987401,653391.71229874,653391.71229874,653391.71229874,4574.226186843839,114.06978217505936,ORGIVA,,,0.0,,,Alpujarras Occidentales,940.0,,5700.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,87.66563597582143,0.0239013667698729,0.1841196777905638,,0.0702458331743095,0.0,0.0,0.0920721325830007,0.8158803222094362,,,1.0,63.01,40.2,0.0239013667698729,0.0702458331743095,0.0,0.0,0.0920721325830007,0.8158803222094362,0.5993623804463337,3.137227818102749,33.29794878582136,0.0239013667698729,0.5993623804463337,0.1841196777905638,20.782119794416086,0.6191138245783715,0.8158497480531379,40,12.49240045424729,16.491906949532417,Potencial Económico
18184,Vélez de Benaudalla,3108,,,,,,,,,VELEZ DE BENAUDALLA,,,0.0,,,Costa Tropical,1299.0,,3600.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,,,0.0126969328931387,0.321825853471423,,,0.0,,,0.6781741465285769,,,0.85,51.39,10.0,0.0126969328931387,0.1361246771781492,0.0,0.0,0.0463687328946636,0.6781741465285769,0.5993623804463337,4.098647922873687,29.582591750867763,0.0126969328931387,0.5993623804463337,0.321825853471423,23.66455249260086,0.6893550142054041,0.9541914796152084,100,30.561999449566724,16.43102083861176,Potencial Económico
18047,Cenes de la Vega,8254,1.0,727539.52340425,72.753952340425,727539.52340425,727539.52340425,727539.52340425,22931.943571925443,88.14387247446693,CENES DE LA VEGA,112114.0,365000.0,477114.0,13.582990065422823,44.22098376544706,Sierra Nevada,1648.0,,4700.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,57.80397383086988,0.6557911764951585,113.45088114771391,0.034703809507518,0.4556962025316455,,0.0525254588383857,0.0305911212247386,0.0657958188138418,0.1214244384835228,0.5443037974683544,,,1.0,13.07,73.2,0.034703809507518,0.0525254588383857,0.0305911212247386,0.0657958188138418,0.1214244384835228,0.5443037974683544,0.5993623804463337,6.026111249369898,28.64605127319897,0.034703809507518,0.5993623804463337,0.4556962025316455,28.111655049825384,0.920993773801608,0.6646816307833256,0,0.5678019987556409,16.3837358178489,Oportunidad Estratégica
18193,"Zubia, La",20389,,,,,,,,,"ZUBIA, LA",,,0.0,,,,,,,,,,0.0,,,0.0865991549633076,,,,0.0,,,,,,1.0,56.02,66.9,0.0865991549633076,0.1361246771781492,0.0,0.0,0.0463687328946636,0.8753356348293058,0.5993623804463337,4.098647922873687,36.85142151003994,0.0865991549633076,0.5993623804463337,0.1246643651706942,22.43062638859108,0.6613673457051321,0.6935409986257444,0,0.4726092378697761,16.325930133344013,Potencial Económico
